PropertyName,PropertySubName,NearbyLocations,LocationAdvantages,Link,PriceDetails,TopFacilities
Runwal Melody,"1, 2, 3 BHK Apartment in Mulund West, Mumbai","['Mulund Station', 'Eastern Express Highway', 'Mulund Lake', 'D Mart', 'Mumbai-Pune Expressway']","{'Mulund Station': '1.8 km', 'Eastern Express Highway': '800 m', 'Mulund Lake': '2.8 km', 'Thane': '3.8 km', 'Mumbai Airport': '12 km'}",https://www.99acres.com/runwal-melody-mulund,"{'1 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '680 sq.ft.', 'price-range': '₹ 2.4 - 2.8 Cr'}, '2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '980 sq.ft.', 'price-range': '₹ 3.5 - 4.1 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,380 sq.ft.', 'price-range': '₹ 4.8 - 5.6 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Children's Play Area', 'Jogging Track', 'Indoor Games', 'Party Hall', '24x7 Security', 'Car Parking']"
Brigade Group - Summit,"2, 3 BHK Apartment in Bhandup East, Mumbai","['Bhandup Pumping Station', 'Eastern Express Highway', 'Mumbai Zoo', 'Nehru Nagar', 'Mulund Station']","{'Eastern Express Highway': '2.4 km', 'Bhandup Station': '3.4 km', 'Mulund': '4.4 km', 'Mumbai Airport': '12 km', 'Thane': '6.4 km'}",https://www.99acres.com/brigade-summit-bhandup,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,200 sq.ft.', 'price-range': '₹ 4.5 - 5.1 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,600 sq.ft.', 'price-range': '₹ 6.2 - 7 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Children's Play Area', 'Jogging Track', 'Party Lawn', '24x7 Security', 'Rain Water Harvesting', 'Car Parking']"
Lodha Casa Dolce,"2, 3 BHK Apartment in Dombivli West, Mumbai","['Dombivli Station', 'Eastern Express Highway', 'Kalyan', 'Thane', 'Mumbai-Pune Expressway']","{'Dombivli Station': '3.1 km', 'Eastern Express Highway': '4.1 km', 'Kalyan': '5.1 km', 'Thane': '8.1 km', 'Mumbai-Pune Expressway': '6.1 km'}",https://www.99acres.com/lodha-casa-dolce-dombivli,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,100 sq.ft.', 'price-range': '₹ 2.4 - 2.8 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,500 sq.ft.', 'price-range': '₹ 3.2 - 3.8 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Tennis Court', 'Squash Court', 'Indoor Games', 'Jogging Track', 'Amphitheatre', 'Party Hall']"
Godrej Eternity,"3, 4 BHK Apartment in Vikhroli East, Mumbai","['Godrej Industries', 'IIT Bombay', 'Hiranandani Hospital', 'Kanjurmarg Station', 'Eastern Express Highway']","{'IIT Bombay': '2.3 km', 'Eastern Express Highway': '420 m', 'Powai Lake': '3.3 km', 'Mumbai Airport': '7.3 km', 'Kanjurmarg Station': '1.3 km'}",https://www.99acres.com/godrej-eternity-vikhroli,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,950 sq.ft.', 'price-range': '₹ 9 - 10 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,550 sq.ft.', 'price-range': '₹ 11.5 - 13 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Tennis Court', 'Squash Court', 'Indoor Games', 'Jogging Track', 'Amphitheatre', 'Party Hall']"
Hiranandani Splendor,"3, 4, 5 BHK Apartment in Thane West, Mumbai","['Upvan Lake', 'Talao Pali', 'Korum Mall', 'Cadbury Junction', 'Eastern Express Highway']","{'Upvan Lake': '1.8 km', 'Korum Mall': '2.8 km', 'Thane Station': '4.8 km', 'Eastern Express Highway': '3.8 km', 'Mumbai-Pune Expressway': '5.8 km'}",https://www.99acres.com/hiranandani-splendor-thane,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,100 sq.ft.', 'price-range': '₹ 5.8 - 6.6 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,700 sq.ft.', 'price-range': '₹ 7.5 - 8.5 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '3,400 sq.ft.', 'price-range': '₹ 9.5 - 11 Cr'}}","['Swimming Pool', 'Tennis Court', 'Squash Court', 'Gymnasium', 'Club House', 'Basketball Court', 'Jogging Track', 'Skating Rink', 'Party Lawn']"
Kalpataru Majesty,"2, 3 BHK Apartment in Mulund East, Mumbai","['Mulund Station', 'Eastern Express Highway', 'Mulund Lake', 'D Mart', 'Mumbai-Pune Expressway']","{'Mulund Station': '2.5 km', 'Eastern Express Highway': '1.5 km', 'Mulund Lake': '3.5 km', 'Thane': '4.5 km', 'Mumbai Airport': '15 km'}",https://www.99acres.com/kalpataru-majesty-mulund,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,150 sq.ft.', 'price-range': '₹ 4.2 - 4.8 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,550 sq.ft.', 'price-range': '₹ 5.8 - 6.6 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Children's Play Area', 'Jogging Track', 'Indoor Games', 'Party Hall', '24x7 Security', 'Car Parking']"
Piramal Aranya Phase 5,"3, 4 BHK Apartment in Byculla East, Mumbai","['Byculla Zoo', 'Mumbai Central', 'Wadia Hospital', 'Phoenix Marketcity', 'Mohammed Ali Road']","{'Byculla Zoo': '880 m', 'Mumbai Central': '1.8 km', 'Phoenix Marketcity': '2.8 km', 'CSMT Station': '3.8 km', 'Eastern Freeway': '1.8 km'}",https://www.99acres.com/piramal-aranya-phase5-byculla,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,850 sq.ft.', 'price-range': '₹ 14 - 15.5 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,450 sq.ft.', 'price-range': '₹ 18 - 20 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Landscaped Gardens', 'Yoga Pavilion', 'Children's Play Area', 'Party Lawn', '24x7 Security', 'Rain Water Harvesting']"
Wadhwa Group - Utopia,"Studio, 1, 2 BHK Apartment in Vikhroli West, Mumbai","['Godrej Industries', 'IIT Bombay', 'Hiranandani Hospital', 'Kanjurmarg Station', 'Eastern Express Highway']","{'IIT Bombay': '2.2 km', 'Eastern Express Highway': '380 m', 'Powai Lake': '3.2 km', 'Mumbai Airport': '7.2 km', 'Kanjurmarg Station': '1.2 km'}",https://www.99acres.com/wadhwa-utopia-vikhroli,"{'Studio': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '550 sq.ft.', 'price-range': '₹ 3.1 - 3.5 Cr'}, '1 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '750 sq.ft.', 'price-range': '₹ 3.9 - 4.4 Cr'}, '2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,050 sq.ft.', 'price-range': '₹ 5.2 - 5.9 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Jogging Track', 'Indoor Games', 'Party Hall', '24x7 Security', 'Car Parking', 'Landscaped Garden']"
Rustomjee Prestige,"2, 3 BHK Apartment in Andheri East, Mumbai","['Mumbai Airport', 'Bandra Kurla Complex', 'WEH', 'Chakala', 'Andheri Station']","{'Mumbai Airport': '1.4 km', 'BKC': '3.8 km', 'Andheri Station': '2.4 km', 'Western Express Highway': '700 m', 'Metro Station': '500 m'}",https://www.99acres.com/rustomjee-prestige-andheri,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,250 sq.ft.', 'price-range': '₹ 6 - 6.8 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,650 sq.ft.', 'price-range': '₹ 8 - 9 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Indoor Games', 'Jogging Track', 'Children's Play Area', '24x7 Security', 'Rain Water Harvesting', 'Car Parking']"
Lodha Casa Magnifica,"4, 5 BHK Apartment in Wadala West, Mumbai","['Wadala TT', 'Five Gardens', 'Sion Fort', 'Shivaji Park', 'Eastern Freeway']","{'Wadala TT': '1.5 km', 'Eastern Freeway': '900 m', 'Sion': '3.5 km', 'Mumbai Port': '4.5 km', 'Metro Station': '1.2 km'}",https://www.99acres.com/lodha-casa-magnifica-wadala,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '3,050 sq.ft.', 'price-range': '₹ 17 - 19 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '3,850 sq.ft.', 'price-range': '₹ 21 - 24 Cr'}}","['Swimming Pool', 'Tennis Court', 'Squash Court', 'Gym', 'Club House', 'Yoga Studio', 'Children's Play Area', 'Party Lawn', '24x7 Security']"
Runwal Harmony Plus,"1, 2, 3 BHK Apartment in Mulund West, Mumbai","['Mulund Station', 'Eastern Express Highway', 'Mulund Lake', 'D Mart', 'Mumbai-Pune Expressway']","{'Mulund Station': '1.7 km', 'Eastern Express Highway': '700 m', 'Mulund Lake': '2.7 km', 'Thane': '3.7 km', 'Mumbai Airport': '11 km'}",https://www.99acres.com/runwal-harmony-plus-mulund,"{'1 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '700 sq.ft.', 'price-range': '₹ 2.5 - 2.9 Cr'}, '2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,000 sq.ft.', 'price-range': '₹ 3.6 - 4.2 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,400 sq.ft.', 'price-range': '₹ 4.9 - 5.7 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Children's Play Area', 'Jogging Track', 'Indoor Games', 'Party Hall', '24x7 Security', 'Car Parking']"
Brigade Group - Oasis,"2, 3 BHK Apartment in Bhandup East, Mumbai","['Bhandup Pumping Station', 'Eastern Express Highway', 'Mumbai Zoo', 'Nehru Nagar', 'Mulund Station']","{'Eastern Express Highway': '2.5 km', 'Bhandup Station': '3.5 km', 'Mulund': '4.5 km', 'Mumbai Airport': '12 km', 'Thane': '6.5 km'}",https://www.99acres.com/brigade-oasis-bhandup,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,250 sq.ft.', 'price-range': '₹ 4.8 - 5.4 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,650 sq.ft.', 'price-range': '₹ 6.5 - 7.3 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Children's Play Area', 'Jogging Track', 'Party Lawn', '24x7 Security', 'Rain Water Harvesting', 'Car Parking']"
Lodha Casa Serene,"2, 3 BHK Apartment in Dombivli West, Mumbai","['Dombivli Station', 'Eastern Express Highway', 'Kalyan', 'Thane', 'Mumbai-Pune Expressway']","{'Dombivli Station': '3.2 km', 'Eastern Express Highway': '4.2 km', 'Kalyan': '5.2 km', 'Thane': '8.2 km', 'Mumbai-Pune Expressway': '6.2 km'}",https://www.99acres.com/lodha-casa-serene-dombivli,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,150 sq.ft.', 'price-range': '₹ 2.6 - 3 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,550 sq.ft.', 'price-range': '₹ 3.4 - 4 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Tennis Court', 'Squash Court', 'Indoor Games', 'Jogging Track', 'Amphitheatre', 'Party Hall']"
Godrej Zenith,"3, 4 BHK Apartment in Vikhroli East, Mumbai","['Godrej Industries', 'IIT Bombay', 'Hiranandani Hospital', 'Kanjurmarg Station', 'Eastern Express Highway']","{'IIT Bombay': '2.1 km', 'Eastern Express Highway': '320 m', 'Powai Lake': '3.1 km', 'Mumbai Airport': '7.1 km', 'Kanjurmarg Station': '1.1 km'}",https://www.99acres.com/godrej-zenith-vikhroli,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,000 sq.ft.', 'price-range': '₹ 9.5 - 10.5 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,600 sq.ft.', 'price-range': '₹ 12 - 13.5 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Tennis Court', 'Squash Court', 'Indoor Games', 'Jogging Track', 'Amphitheatre', 'Party Hall']"
Hiranandani Grandeur,"3, 4, 5 BHK Apartment in Thane West, Mumbai","['Upvan Lake', 'Talao Pali', 'Korum Mall', 'Cadbury Junction', 'Eastern Express Highway']","{'Upvan Lake': '1.9 km', 'Korum Mall': '2.9 km', 'Thane Station': '4.9 km', 'Eastern Express Highway': '3.9 km', 'Mumbai-Pune Expressway': '5.9 km'}",https://www.99acres.com/hiranandani-grandeur-thane,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,150 sq.ft.', 'price-range': '₹ 6 - 6.8 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,750 sq.ft.', 'price-range': '₹ 7.8 - 8.8 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '3,450 sq.ft.', 'price-range': '₹ 9.8 - 11.3 Cr'}}","['Swimming Pool', 'Tennis Court', 'Squash Court', 'Gymnasium', 'Club House', 'Basketball Court', 'Jogging Track', 'Skating Rink', 'Party Lawn']"
Kalpataru Royal,"2, 3 BHK Apartment in Mulund East, Mumbai","['Mulund Station', 'Eastern Express Highway', 'Mulund Lake', 'D Mart', 'Mumbai-Pune Expressway']","{'Mulund Station': '2.6 km', 'Eastern Express Highway': '1.6 km', 'Mulund Lake': '3.6 km', 'Thane': '4.6 km', 'Mumbai Airport': '15 km'}",https://www.99acres.com/kalpataru-royal-mulund,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,180 sq.ft.', 'price-range': '₹ 4.5 - 5.1 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,580 sq.ft.', 'price-range': '₹ 6.2 - 7 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Children's Play Area', 'Jogging Track', 'Indoor Games', 'Party Hall', '24x7 Security', 'Car Parking']"
Piramal Aranya Phase 6,"3, 4 BHK Apartment in Byculla West, Mumbai","['Byculla Zoo', 'Mumbai Central', 'Wadia Hospital', 'Phoenix Marketcity', 'Mohammed Ali Road']","{'Byculla Zoo': '900 m', 'Mumbai Central': '1.9 km', 'Phoenix Marketcity': '2.9 km', 'CSMT Station': '3.9 km', 'Eastern Freeway': '1.9 km'}",https://www.99acres.com/piramal-aranya-phase6-byculla,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,880 sq.ft.', 'price-range': '₹ 15 - 16.5 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,480 sq.ft.', 'price-range': '₹ 19 - 21 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Landscaped Gardens', 'Yoga Pavilion', 'Children's Play Area', 'Party Lawn', '24x7 Security', 'Rain Water Harvesting']"
Wadhwa Group - Eden,"Studio, 1, 2 BHK Apartment in Vikhroli West, Mumbai","['Godrej Industries', 'IIT Bombay', 'Hiranandani Hospital', 'Kanjurmarg Station', 'Eastern Express Highway']","{'IIT Bombay': '2 km', 'Eastern Express Highway': '280 m', 'Powai Lake': '3 km', 'Mumbai Airport': '7 km', 'Kanjurmarg Station': '1 km'}",https://www.99acres.com/wadhwa-eden-vikhroli,"{'Studio': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '570 sq.ft.', 'price-range': '₹ 3.3 - 3.7 Cr'}, '1 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '770 sq.ft.', 'price-range': '₹ 4.1 - 4.6 Cr'}, '2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,070 sq.ft.', 'price-range': '₹ 5.4 - 6.1 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Jogging Track', 'Indoor Games', 'Party Hall', '24x7 Security', 'Car Parking', 'Landscaped Garden']"
Rustomjee Supreme,"2, 3 BHK Apartment in Andheri East, Mumbai","['Mumbai Airport', 'Bandra Kurla Complex', 'WEH', 'Chakala', 'Andheri Station']","{'Mumbai Airport': '1.3 km', 'BKC': '3.7 km', 'Andheri Station': '2.3 km', 'Western Express Highway': '650 m', 'Metro Station': '450 m'}",https://www.99acres.com/rustomjee-supreme-andheri,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,280 sq.ft.', 'price-range': '₹ 6.3 - 7.1 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,680 sq.ft.', 'price-range': '₹ 8.3 - 9.3 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Indoor Games', 'Jogging Track', 'Children's Play Area', '24x7 Security', 'Rain Water Harvesting', 'Car Parking']"
Lodha Casa Supreme,"4, 5 BHK Apartment in Wadala West, Mumbai","['Wadala TT', 'Five Gardens', 'Sion Fort', 'Shivaji Park', 'Eastern Freeway']","{'Wadala TT': '1.6 km', 'Eastern Freeway': '1 km', 'Sion': '3.6 km', 'Mumbai Port': '4.6 km', 'Metro Station': '1.3 km'}",https://www.99acres.com/lodha-casa-supreme-wadala,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '3,150 sq.ft.', 'price-range': '₹ 18 - 20 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '3,950 sq.ft.', 'price-range': '₹ 22 - 25 Cr'}}","['Swimming Pool', 'Tennis Court', 'Squash Court', 'Gym', 'Club House', 'Yoga Studio', 'Children's Play Area', 'Party Lawn', '24x7 Security']"
Runwal Symphony Plus,"1, 2, 3 BHK Apartment in Mulund West, Mumbai","['Mulund Station', 'Eastern Express Highway', 'Mulund Lake', 'D Mart', 'Mumbai-Pune Expressway']","{'Mulund Station': '1.6 km', 'Eastern Express Highway': '600 m', 'Mulund Lake': '2.6 km', 'Thane': '3.6 km', 'Mumbai Airport': '10 km'}",https://www.99acres.com/runwal-symphony-plus-mulund,"{'1 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '720 sq.ft.', 'price-range': '₹ 2.6 - 3 Cr'}, '2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,020 sq.ft.', 'price-range': '₹ 3.7 - 4.3 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,420 sq.ft.', 'price-range': '₹ 5 - 5.8 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Children's Play Area', 'Jogging Track', 'Indoor Games', 'Party Hall', '24x7 Security', 'Car Parking']"
Brigade Group - Peak,"2, 3 BHK Apartment in Bhandup East, Mumbai","['Bhandup Pumping Station', 'Eastern Express Highway', 'Mumbai Zoo', 'Nehru Nagar', 'Mulund Station']","{'Eastern Express Highway': '2.6 km', 'Bhandup Station': '3.6 km', 'Mulund': '4.6 km', 'Mumbai Airport': '12 km', 'Thane': '6.6 km'}",https://www.99acres.com/brigade-peak-bhandup,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,300 sq.ft.', 'price-range': '₹ 5.1 - 5.7 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,700 sq.ft.', 'price-range': '₹ 6.8 - 7.6 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Children's Play Area', 'Jogging Track', 'Party Lawn', '24x7 Security', 'Rain Water Harvesting', 'Car Parking']"
Lodha Casa Tranquila,"2, 3 BHK Apartment in Dombivli West, Mumbai","['Dombivli Station', 'Eastern Express Highway', 'Kalyan', 'Thane', 'Mumbai-Pune Expressway']","{'Dombivli Station': '3.3 km', 'Eastern Express Highway': '4.3 km', 'Kalyan': '5.3 km', 'Thane': '8.3 km', 'Mumbai-Pune Expressway': '6.3 km'}",https://www.99acres.com/lodha-casa-tranquila-dombivli,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,200 sq.ft.', 'price-range': '₹ 2.8 - 3.2 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,600 sq.ft.', 'price-range': '₹ 3.6 - 4.2 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Tennis Court', 'Squash Court', 'Indoor Games', 'Jogging Track', 'Amphitheatre', 'Party Hall']"
Godrej Pinnacle,"3, 4 BHK Apartment in Vikhroli East, Mumbai","['Godrej Industries', 'IIT Bombay', 'Hiranandani Hospital', 'Kanjurmarg Station', 'Eastern Express Highway']","{'IIT Bombay': '1.9 km', 'Eastern Express Highway': '220 m', 'Powai Lake': '2.9 km', 'Mumbai Airport': '6.9 km', 'Kanjurmarg Station': '0.9 km'}",https://www.99acres.com/godrej-pinnacle-vikhroli,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,050 sq.ft.', 'price-range': '₹ 10 - 11 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,650 sq.ft.', 'price-range': '₹ 12.5 - 14 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Tennis Court', 'Squash Court', 'Indoor Games', 'Jogging Track', 'Amphitheatre', 'Party Hall']"
Hiranandani Majesty,"3, 4, 5 BHK Apartment in Thane West, Mumbai","['Upvan Lake', 'Talao Pali', 'Korum Mall', 'Cadbury Junction', 'Eastern Express Highway']","{'Upvan Lake': '2 km', 'Korum Mall': '3 km', 'Thane Station': '5 km', 'Eastern Express Highway': '4 km', 'Mumbai-Pune Expressway': '6 km'}",https://www.99acres.com/hiranandani-majesty-thane,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,200 sq.ft.', 'price-range': '₹ 6.3 - 7.1 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,800 sq.ft.', 'price-range': '₹ 8 - 9 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '3,500 sq.ft.', 'price-range': '₹ 10 - 11.5 Cr'}}","['Swimming Pool', 'Tennis Court', 'Squash Court', 'Gymnasium', 'Club House', 'Basketball Court', 'Jogging Track', 'Skating Rink', 'Party Lawn']"
Kalpataru Imperial,"2, 3 BHK Apartment in Mulund East, Mumbai","['Mulund Station', 'Eastern Express Highway', 'Mulund Lake', 'D Mart', 'Mumbai-Pune Expressway']","{'Mulund Station': '2.7 km', 'Eastern Express Highway': '1.7 km', 'Mulund Lake': '3.7 km', 'Thane': '4.7 km', 'Mumbai Airport': '15 km'}",https://www.99acres.com/kalpataru-imperial-mulund,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,220 sq.ft.', 'price-range': '₹ 4.8 - 5.4 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,620 sq.ft.', 'price-range': '₹ 6.5 - 7.3 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Children's Play Area', 'Jogging Track', 'Indoor Games', 'Party Hall', '24x7 Security', 'Car Parking']"
Piramal Aranya Phase 7,"3, 4 BHK Apartment in Byculla West, Mumbai","['Byculla Zoo', 'Mumbai Central', 'Wadia Hospital', 'Phoenix Marketcity', 'Mohammed Ali Road']","{'Byculla Zoo': '920 m', 'Mumbai Central': '2 km', 'Phoenix Marketcity': '3 km', 'CSMT Station': '4 km', 'Eastern Freeway': '2 km'}",https://www.99acres.com/piramal-aranya-phase7-byculla,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,920 sq.ft.', 'price-range': '₹ 16 - 17.5 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,520 sq.ft.', 'price-range': '₹ 20 - 22 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Landscaped Gardens', 'Yoga Pavilion', 'Children's Play Area', 'Party Lawn', '24x7 Security', 'Rain Water Harvesting']"
Wadhwa Group - Heaven,"Studio, 1, 2 BHK Apartment in Vikhroli West, Mumbai","['Godrej Industries', 'IIT Bombay', 'Hiranandani Hospital', 'Kanjurmarg Station', 'Eastern Express Highway']","{'IIT Bombay': '1.8 km', 'Eastern Express Highway': '180 m', 'Powai Lake': '2.8 km', 'Mumbai Airport': '6.8 km', 'Kanjurmarg Station': '0.8 km'}",https://www.99acres.com/wadhwa-heaven-vikhroli,"{'Studio': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '590 sq.ft.', 'price-range': '₹ 3.5 - 3.9 Cr'}, '1 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '790 sq.ft.', 'price-range': '₹ 4.3 - 4.8 Cr'}, '2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,090 sq.ft.', 'price-range': '₹ 5.6 - 6.3 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Jogging Track', 'Indoor Games', 'Party Hall', '24x7 Security', 'Car Parking', 'Landscaped Garden']"
Rustomjee Elite,"2, 3 BHK Apartment in Andheri East, Mumbai","['Mumbai Airport', 'Bandra Kurla Complex', 'WEH', 'Chakala', 'Andheri Station']","{'Mumbai Airport': '1.2 km', 'BKC': '3.6 km', 'Andheri Station': '2.2 km', 'Western Express Highway': '600 m', 'Metro Station': '400 m'}",https://www.99acres.com/rustomjee-elite-andheri,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,300 sq.ft.', 'price-range': '₹ 6.6 - 7.4 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,700 sq.ft.', 'price-range': '₹ 8.6 - 9.6 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Indoor Games', 'Jogging Track', 'Children's Play Area', '24x7 Security', 'Rain Water Harvesting', 'Car Parking']"
Lodha Casa Grande Plus,"4, 5 BHK Apartment in Wadala West, Mumbai","['Wadala TT', 'Five Gardens', 'Sion Fort', 'Shivaji Park', 'Eastern Freeway']","{'Wadala TT': '1.7 km', 'Eastern Freeway': '1.1 km', 'Sion': '3.7 km', 'Mumbai Port': '4.7 km', 'Metro Station': '1.4 km'}",https://www.99acres.com/lodha-casa-grande-plus-wadala,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '3,250 sq.ft.', 'price-range': '₹ 19 - 21 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '4,050 sq.ft.', 'price-range': '₹ 23 - 26 Cr'}}","['Swimming Pool', 'Tennis Court', 'Squash Court', 'Gym', 'Club House', 'Yoga Studio', 'Children's Play Area', 'Party Lawn', '24x7 Security']"
